!!SBtab TableType='Proteomaps' Organism='eco'!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b3612	3720.0	355.893539614	1912080.0	669.432563663	514.0	GpmM	K01834	Glycolysis
b3779	220.0	21.0474673965	108680.0	38.0496271175	494.0	Gpp	K01524	Purine metabolism
b3001	21.0	2.0090764333	7350.0	2.57328633892	350			
b3608	602.0	57.5935244214	204078.0	71.4491332618	339.0	GpsA	K00057	Lipid and steroid metabolism
b0238	4077.0	390.04783898	619704.0	216.962698963	152.0	Gpt	K00769	Purine metabolism
b3181	2977.0	284.810501997	1041950.0	364.793972903	350			
b3406	229.0	21.9085001536	80150.0	28.0610748387	350			
b4143	57895.0	5538.83238601	31726460.0	11107.6552517	548.0	GroL	K04077	Chaperones and folding catalysts
b4142	47531.0	4547.30533102	6939526.0	2429.57652441	146.0	GroS	K04078	Chaperones and folding catalysts
b2614	21080.0	2016.73005781	4152760.0	1453.91028256	197.0	GrpE	K03687	Chaperones and folding catalysts
b0849	807.0	77.2059372227	68595.0	24.0155886283	85.0	GrxA	K03674	Chaperones and folding catalysts
b1064	504.0	48.2178343993	108360.0	37.9375928824	215.0	GrxB	K03675	Chaperones and folding catalysts
b3610	2864.0	273.99975738	237712.0	83.2246315915	83.0	GrxC	K03676	Chaperones and folding catalysts
b1654	8373.0	801.04747505	962895.0	337.116265213	115.0	GrxD	K07390	Chaperones and folding catalysts
b2688	1197.0	114.517356698	620046.0	217.082435551	518.0	GshA	K01919	Amino acid metabolism
b2947	2477.0	236.975348824	782732.0	274.039940495	316.0	GshB	K01920	Amino acid metabolism
b0829	417.0	39.894517747	259791.0	90.9546437108	623.0	GsiA	K13892	Transport
b0830	686.0	65.6298301546	351232.0	122.968776516	512.0	GsiB	K13889	Transport
b0831	110.0	10.5237336983	33660.0	11.7846011113	306.0	GsiC	K13890	Transport
b0832	134.0	12.8198210506	40602.0	14.2150438004	303.0	GsiD	K13891	Transport
b0477	657.0	62.8553912705	285138.0	99.8288054568	434.0	Gsk	K00892	Purine metabolism
b3323	0.0	0.0	0.0	0.0	489.0	GspA	K02450	Secretion system
b3322	0.0	0.0	0.0	0.0	139.0	GspB	K02451	Secretion system
b3324	0.0	0.0	0.0	0.0	276.0	GspC	K02452	Bacterial secretion system
b3325	0.0	0.0	0.0	0.0	650.0	GspD	K02453	Bacterial secretion system
b3326	0.0	0.0	0.0	0.0	497.0	GspE	K02454	Bacterial secretion system
b3327	0.0	0.0	0.0	0.0	407.0	GspF	K02455	Bacterial secretion system
b3328	0.0	0.0	0.0	0.0	151.0	GspG	K02456	Bacterial secretion system
b3329	0.0	0.0	0.0	0.0	176.0	GspH	K02457	Bacterial secretion system
b3330	0.0	0.0	0.0	0.0	125.0	GspI	K02458	Bacterial secretion system
b3331	0.0	0.0	0.0	0.0	195.0	GspJ	K02459	Bacterial secretion system
b3332	0.0	0.0	0.0	0.0	327.0	GspK	K02460	Bacterial secretion system
b3333	0.0	0.0	0.0	0.0	392.0	GspL	K02461	Bacterial secretion system
b3334	2.0	0.191340612696	356.0	0.12463808662	178.0	GspM	K02462	Bacterial secretion system
b3335	0.0	0.0	0.0	0.0	350	GspO	K02464	Peptidases
b2988	830.0	79.4063542687	290500.0	101.70607911	350	Gss	K01460	Amino acid metabolism
b1635	644.0	61.611677288	129444.0	45.3192485517	201.0	Gst	K00799	Amino acid metabolism
b2350	287.0	27.4573779218	100450.0	35.1682466319	350			
b2351	1036.0	99.1144373763	362600.0	126.94879272	350			
b2507	11295.0	1080.5961102	5929875.0	2076.09065701	525.0	GuaA	K01951	Peptidases
b2508	18437.0	1763.87343813	8997256.0	3150.00217042	488.0	GuaB	K00088	Purine metabolism
b0104	1094.0	104.663315144	379618.0	132.906913389	347.0	GuaC	K00364	Purine metabolism
b2883	45.0	4.30516378565	19710.0	6.90060867213	438.0	GuaD	K01487	Purine metabolism
b2787	68.0	6.50558083165	30328.0	10.6180446377	446.0	GudD	K01706	Carbohydrate metabolism
b2789	0.0	0.0	0.0	0.0	450.0	GudP	K03535	Transport
b2788	0.0	0.0	0.0	0.0	350			
b2706	14.0	1.33938428887	4900.0	1.71552422595	350			
b2708	285.0	27.2660373091	99750.0	34.9231717425	350			
b2231	2680.0	256.396421012	2345000.0	821.00087956	875.0	GyrA	K02469	DNA replication control
b3699	2406.0	230.182757073	1934424.0	677.255354133	804.0	GyrB	K02470	DNA replication control
b2541	0.0	0.0	0.0	0.0	270.0	HcaB	K05711	Amino acid metabolism
b2540	4.0	0.382681225391	1400.0	0.490149778842	350	HcaC	K05710	Amino acid metabolism
b2542	7.0	0.669692144435	2450.0	0.857762112974	350	HcaD	K00529	Lipid and steroid metabolism
b2538	4.0	0.382681225391	1400.0	0.490149778842	350	HcaE	K05708	Amino acid metabolism
b2539	0.0	0.0	0.0	0.0	172.0	HcaF	K05709	Amino acid metabolism
b2537	22.0	2.10474673965	7700.0	2.69582378363	350	HcaR	K05817	Transcription factors
b2536	46.0	4.400834092	17434.0	6.10376517452	379.0	HcaT	K05820	Transport
b1967	178.0	17.0293145299	62300.0	21.8116651585	350	HchA		Glycolysis
b0873	0.0	0.0	0.0	0.0	350	Hcp	K05601	Amino acid metabolism
b0872	0.0	0.0	0.0	0.0	322.0	Hcr	K11933	Other enzymes
b2496	135.0	12.915491357	33480.0	11.721581854	248.0	Hda	K10763	DNA replication control
b3510	639.0	61.1333257562	223650.0	78.30142717	350	HdeA		Stress response
b3509	141.0	13.489513195	49350.0	17.2777797042	350	HdeB		Chaperones and folding catalysts
b3511	27.0	2.58309827139	9450.0	3.30851100718	350			
b4480	262.0	25.0656202631	91700.0	32.1048105142	350			
b1619	979.0	93.6612299145	249645.0	87.4024582422	255.0	HdhA	K00076	Other enzymes
b0962	166.0	15.8812708537	113544.0	39.752547492	684.0	HelD	K03658	DNA repair and recombination proteins
b1210	98.0	9.37569002208	40964.0	14.3417825289	418.0	HemA	K02492	Cofactor biosynthesis
b0369	1897.0	181.486571142	614628.0	215.185555907	324.0	HemB	K01698	Cofactor biosynthesis
b3805	1056.0	101.027843503	330528.0	115.720161501	313.0	HemC	K01749	Cofactor biosynthesis
b3804	172.0	16.4552926918	42312.0	14.8137267445	246.0	HemD	K01719	Cofactor biosynthesis
b3997	1078.0	103.132590243	381612.0	133.605026717	354.0	HemE	K01599	Cofactor biosynthesis
b2436	112.0	10.715074311	33488.0	11.7243827099	299.0	HemF	K00228	Cofactor biosynthesis
b3850	632.0	60.4636336118	114392.0	40.0494382152	181.0	HemG	K00230	Cofactor biosynthesis
b0475	254.0	24.3002578123	81280.0	28.4566957316	320.0	HemH	K01772	Cofactor biosynthesis
b0154	3236.0	309.589111341	1378536.0	482.635082518	426.0	HemL	K01845	Amino acid metabolism
b3867	368.0	35.206672736	168176.0	58.8795922904	457.0	HemN	K02495	Cofactor biosynthesis
b3803	707.0	67.6389065879	277851.0	97.2775758579	393.0	HemX	K02496	Cofactor biosynthesis
b3802	393.0	37.5984303947	137550.0	48.1572157712	350			
b4175	1575.0	150.680732498	526050.0	184.1737794	334.0	HflC	K04087	Other enzymes
b1132	353.0	33.7716181408	123550.0	43.2557179828	350			
b4174	2306.0	220.615726438	966214.0	338.278270296	419.0	HflK	K04088	Other enzymes
b4173	591.0	56.5411510516	206850.0	72.4196298239	350			
b4172	18677.0	1786.83431166	1905054.0	666.972711987	102.0	Hfq	K03666	RNA degradation
b0460	1112.0	106.385380659	389200.0	136.261638518	350			
b4532	9.0	0.86103275713	3150.0	1.10283700239	350			
b1438	111.0	10.6194040046	38850.0	13.6016563629	350			
b3082	229.0	21.9085001536	80150.0	28.0610748387	350			
b3083	4.0	0.382681225391	1400.0	0.490149778842	350			
b1103	2005.0	191.818964227	701750.0	245.687576645	350			
b1507	101.0	9.66270094113	35350.0	12.3762819158	350			
b1508	156.0	14.9245677903	54600.0	19.1158413748	350			
b2024	700.0	66.9692144435	171500.0	60.0433479082	245.0	HisA	K01814	Amino acid metabolism
b2022	1757.0	168.092728253	623735.0	218.373980219	355.0	HisB	K01089	Amino acid metabolism
b2021	1287.0	123.12768427	458172.0	160.40921748	356.0	HisC	K00817	Amino acid metabolism
b2020	1165.0	111.455906895	505610.0	177.017592629	434.0	HisD	K00013	Amino acid metabolism
b2025	494.0	47.2611313358	127452.0	44.6218354378	258.0	HisF	K02500	Amino acid metabolism
b2019	2659.0	254.387344579	795041.0	278.349407372	299.0	HisG	K00765	Amino acid metabolism
b2023	1083.0	103.610941775	212268.0	74.316509468	196.0	HisH	K02501	Amino acid metabolism
b2026	1564.0	149.628359128	317492.0	111.156166846	203.0	HisI	K11755	Amino acid metabolism
b2309	808.0	77.301607529	210080.0	73.5504753851	260.0	HisJ	K10014	Transport
b2018	170.0	16.2639520791	59500.0	20.8313656008	350			
b2307	33.0	3.15712010948	7854.0	2.7497402593	238.0	HisM	K10015	Transport
b2306	133.0	12.7241507443	34181.0	11.9670068504	257.0	HisP	K10017	Transport
b2308	52.0	4.97485593009	11856.0	4.15086841282	228.0	HisQ	K10016	Transport
b2514	2264.0	216.597573571	959936.0	336.080298645	424.0	HisS	K01892	tRNA loading
b1970	14.0	1.33938428887	4900.0	1.71552422595	350	HiuH	K07127	Purine metabolism
b1182	0.0	0.0	0.0	0.0	300.0	HlyE	K11139	Bacterial toxins
b2552	697.0	66.6822035244	276012.0	96.6337291127	396.0	Hmp	K05916	Other enzymes
b1237	38867.0	3718.41779682	5324779.0	1864.24232088	137.0	Hns	K03746	Chromosome-related
b0107	0.0	0.0	0.0	0.0	461.0	HofB	K02504	Secretion system
b0106	0.0	0.0	0.0	0.0	400.0	HofC	K02505	Secretion system
b3395	12.0	1.14804367617	3108.0	1.08813250903	259.0	HofM	K12288	Secretion system
b3394	0.0	0.0	0.0	0.0	179.0	HofN	K12289	Secretion system
b3393	0.0	0.0	0.0	0.0	146.0	HofO	K12290	Secretion system
b3392	0.0	0.0	0.0	0.0	134.0	HofP	K12291	Secretion system
b3391	0.0	0.0	0.0	0.0	386.0	HofQ	K02507	Secretion system
b4455	0.0	0.0	0.0	0.0	350			
b4428	13.0	1.24371398252	4550.0	1.59298678124	350			
b4412	0.0	0.0	0.0	0.0	350			
b1562	10.0	0.956703063478	3500.0	1.22537444711	350			
b4415	0.0	0.0	0.0	0.0	350			
b0640	70.0	6.69692144435	24010.0	8.40606870714	343.0	HolA	K02340	DNA replication complex
b1099	105.0	10.0453821665	35070.0	12.27825196	334.0	HolB	K02341	DNA replication complex
b4259	243.0	23.2478844425	35721.0	12.5061716072	147.0	HolC	K02339	DNA replication complex
b4372	152.0	14.5418865649	20824.0	7.29062785329	137.0	HolD	K02344	DNA replication complex
b1842	364.0	34.8239915106	27664.0	9.68535962992	76.0	HolE	K02345	DNA replication complex
b3203	768.0	73.4747952751	268800.0	94.1087575377	350			
b0125	3511.0	335.898445587	624958.0	218.802161061	178.0	Hpt	K00760	Purine metabolism
b1413	382.0	36.5460570249	496600.0	173.863128695	1300.0	HrpA	K03578	Other enzymes
b0148	60.0	5.74021838087	49440.0	17.3092893328	824.0	HrpB	K03579	Other enzymes
b2526	2252.0	215.449529895	1387232.0	485.679612859	616.0	HscA	K04044	Chaperones and folding catalysts
b2527	1151.0	110.116522606	196821.0	68.9084068725	171.0	HscB	K04082	Chaperones and folding catalysts
b0650	0.0	0.0	0.0	0.0	350	HscC	K04045	Chaperones and folding catalysts
b4349	1135.0	108.585797705	617440.0	216.170056749	544.0	HsdM	K03427	Other enzymes
b4350	338.0	32.3365635456	350844.0	122.832935006	1038.0	HsdR	K01153	Other enzymes
b4348	212.0	20.2821049457	125928.0	44.0882723929	594.0	HsdS	K01154	Other enzymes
b1379	576.0	55.1060964563	201600.0	70.5815681533	350			
b3401	4261.0	407.651175348	1252734.0	438.590923606	294.0	HslO	K04083	Chaperones and folding catalysts
b3400	415.0	39.7031771343	55195.0	19.3241550308	133.0	HslR	K04762	Chaperones and folding catalysts
b3931	6438.0	615.925432267	2852034.0	998.517024536	443.0	HslU	K03667	Chaperones and folding catalysts
b3932	4213.0	403.059000643	741488.0	259.60012801	176.0	HslV	K01419	Peptidases
b0966	365.0	34.9196618169	127750.0	44.7261673193	350			
b3754	0.0	0.0	0.0	0.0	350			
b0473	11412.0	1091.78953604	7121088.0	2493.1426488	624.0	HtpG	K04079	Chaperones and folding catalysts
b1829	1860.0	177.946769807	544980.0	190.801304624	293.0	HtpX	K03799	Peptidases
b0139	0.0	0.0	0.0	0.0	350			
b4000	38349.0	3668.86057813	3451410.0	1208.36274871	90.0	HupA	K05787	Transcription factors
b0440	35232.0	3370.65623325	3170880.0	1110.14723624	90.0	HupB	K03530	Transcription factors
b0972	0.0	0.0	0.0	0.0	372.0	HyaA	K06282	Other enzymes
b0973	0.0	0.0	0.0	0.0	597.0	HyaB	K06281	Other enzymes
b0974	0.0	0.0	0.0	0.0	350			
b0975	0.0	0.0	0.0	0.0	195.0	HyaD	K03605	Peptidases
b0976	0.0	0.0	0.0	0.0	350			
b0977	0.0	0.0	0.0	0.0	350			
b2996	46.0	4.400834092	16100.0	5.63672245668	350			
b2995	8.0	0.765362450782	2800.0	0.980299557684	350			
b2994	121.0	11.5761070681	68607.0	24.0197899122	567.0	HybC	K06281	Other enzymes
b2993	80.0	7.65362450782	13120.0	4.59340364172	164.0	HybD	K08567	Peptidases
b2992	87.0	8.32331665226	30450.0	10.6607576898	350			
b2991	48.0	4.59217470469	16800.0	5.8817973461	350			
b2990	134.0	12.8198210506	46900.0	16.4200175912	350			
b2997	105.0	10.0453821665	39060.0	13.6751788297	372.0	HybO	K06282	Other enzymes
b2725	0.0	0.0	0.0	0.0	350			
b2724	0.0	0.0	0.0	0.0	350			
b2723	0.0	0.0	0.0	0.0	350			
b2722	0.0	0.0	0.0	0.0	350			
b2721	3.0	0.287010919043	1707.0	0.597632623202	569.0	HycE	K00540	Other enzymes
b2720	0.0	0.0	0.0	0.0	350			
b2719	3.0	0.287010919043	1050.0	0.367612334132	350			
b2718	25.0	2.3917576587	3400.0	1.19036374862	136.0	HycH	K00540	Other enzymes
b2717	49.0	4.68784501104	7644.0	2.67621779248	156.0	HycI	K08315	Peptidases
b2713	0.0	0.0	0.0	0.0	350			
b2481	0.0	0.0	0.0	0.0	350	HyfA	K12136	Other enzymes
b2482	0.0	0.0	0.0	0.0	350	HyfB	K12137	Other enzymes
b2483	0.0	0.0	0.0	0.0	350	HyfC	K12138	Other enzymes
b2484	0.0	0.0	0.0	0.0	350	HyfD	K12139	Other enzymes
b2485	0.0	0.0	0.0	0.0	350	HyfE	K12140	Other enzymes
b2486	0.0	0.0	0.0	0.0	350	HyfF	K12141	Other enzymes
b2487	0.0	0.0	0.0	0.0	350	HyfG	K12142	Other enzymes
b2488	1.0	0.0956703063478	350.0	0.122537444711	350			
b2489	0.0	0.0	0.0	0.0	350	HyfI	K12144	Other enzymes
b2490	0.0	0.0	0.0	0.0	350	HyfJ	K12145	Other enzymes
b2491	0.0	0.0	0.0	0.0	350	HyfR	K12146	Transcription factors
b0508	0.0	0.0	0.0	0.0	258.0	Hyi	K01816	TCA cycle and anaplerotic enzymes
b2726	0.0	0.0	0.0	0.0	350			
b2727	50.0	4.78351531739	17500.0	6.12687223553	350			
b2728	21.0	2.0090764333	7350.0	2.57328633892	350			
b2729	43.0	4.11382317296	15050.0	5.26911012255	350			
B2730	37.0	3.53980133487	12950.0	4.53388545429	350			
b2712	15.0	1.43505459522	5250.0	1.83806167066	350			
b2873	0.0	0.0	0.0	0.0	461.0	HyuA	K01464	Pyrimidine metabolism
b0828	809.0	77.3972778354	259689.0	90.9189327984	321.0	IaaA	K13051	Peptidases
b4328	918.0	87.8253412273	358020.0	125.345302729	390.0	IadA	K01305	Peptidases
b2753	102.0	9.75837124748	35190.0	12.3202647982	345.0	Iap	K09612	Peptidases
b3687	2032.0	194.402062499	278384.0	97.4641828808	137.0	IbpA	K04080	Chaperones and folding catalysts
b3686	585.0	55.9671292135	83070.0	29.0833872346	142.0	IbpB	K04081	Chaperones and folding catalysts
b4667	0.0	0.0	0.0	0.0	350			
b4668	0.0	0.0	0.0	0.0	350			
b4665	0.0	0.0	0.0	0.0	350			
b4664	0.0	0.0	0.0	0.0	350			
b4666	0.0	0.0	0.0	0.0	350			
b1136	24020.0	2298.00075847	9992320.0	3498.38102723	416.0	Icd	K00031	TCA cycle and anaplerotic enzymes
b4018	353.0	33.7716181408	96722.0	33.8630477923	274.0	IclR	K13641	Transcription factors
b2889	57.0	5.45320746182	10374.0	3.63200986122	182.0	Idi	K01823	Cofactor biosynthesis
b4267	1.0	0.0956703063478	343.0	0.120086695816	343.0	IdnD	K00098	Other enzymes
b4268	18.0	1.72206551426	3366.0	1.17846011113	187.0	IdnK	K00851	Pentose phosphate metabolism
b4266	24.0	2.29608735235	6096.0	2.13425217987	254.0	IdnO	K00046	Other enzymes
b4264	55.0	5.26186684913	18260.0	6.39295354404	332.0	IdnR	K06146	Transcription factors
b4265	0.0	0.0	0.0	0.0	350			
b1712	4580.0	438.170003073	453420.0	158.745509088	99.0	IhfA	K04764	DNA replication control
b0912	9391.0	898.439846912	882754.0	309.058341337	94.0	IhfB	K05788	DNA replication control
b0026	4760.0	455.390658216	4464880.0	1563.18567468	938.0	IleS	K01870	tRNA loading
b3772	420.0	40.1815286661	215880.0	75.5810958974	514.0	IlvA	K01754	Amino acid metabolism
b3671	1401.0	134.034099193	787362.0	275.660935835	562.0	IlvB	K01652	Amino acid metabolism
b3774	1822.0	174.311298166	894602.0	313.206408894	491.0	IlvC	K00053	Amino acid metabolism
b3771	738.0	70.6046860847	454608.0	159.161436186	616.0	IlvD	K01687	Amino acid metabolism
b3770	2636.0	252.186927533	814524.0	285.170541758	309.0	IlvE	K00826	Amino acid metabolism
b0078	237.0	22.6738626044	38631.0	13.5249829332	163.0	IlvH	K01653	Amino acid metabolism
b0077	221.0	21.1431377029	126854.0	44.4124714609	574.0	IlvI	K01652	Amino acid metabolism
b3766	12857.0	1230.03312871	4499950.0	1575.46392664	350			
b3769	129.0	12.3414695189	11223.0	3.92925069139	87.0	IlvM	K11258	Butanoate metabolism
b3670	1598.0	152.881149544	153408.0	53.7092123376	96.0	IlvN	K01653	Amino acid metabolism
b4669	1022.0	97.7750530875	357700.0	125.233268494	350			
b3773	68.0	6.50558083165	20128.0	7.04695339181	296.0	IlvY	K02521	Transcription factors
b2237	469.0	44.8693736771	164150.0	57.4700615692	350			
b0884	7178.0	686.721458965	516816.0	180.940891501	72.0	InfA	K02518	Translation factors
b3168	9701.0	928.09764188	8633890.0	3022.78519575	890.0	InfB	K02519	Translation factors
b1718	10419.0	996.788921838	1500336.0	525.278113278	144.0	InfC	K02520	Translation factors
b0022	60.0	5.74021838087	21000.0	7.35224668263	350			
b0021	3.0	0.287010919043	1050.0	0.367612334132	350			
b0360	138.0	13.202502276	48300.0	16.9101673701	350			
b1578	17.0	1.62639520791	5950.0	2.08313656008	350			
b0298	76.0	7.27094328243	26600.0	9.312845798	350			
b0299	29.0	2.77443888409	10150.0	3.55358589661	350			
b4278	193.0	18.4643691251	67550.0	23.6497268291	350			
b0259	202.0	19.3254018823	70700.0	24.7525638315	350			
b0256	107.0	10.2367227792	37450.0	13.111506584	350			
b3557	2.0	0.191340612696	700.0	0.245074889421	350			
b3558	10.0	0.956703063478	3500.0	1.22537444711	350			
b0016	116.0	11.0977555363	40600.0	14.2143435864	350			
b1432	51.0	4.87918562374	17850.0	6.24940968024	350			
b2622	372.0	35.5893539614	130200.0	45.5839294323	350			
b0537	11.0	1.05237336983	3850.0	1.34791189182	350			
b1140	0.0	0.0	0.0	0.0	350			
b0281	668.0	63.9077646403	233800.0	81.8550130666	350			
b1345	0.0	0.0	0.0	0.0	350			
b2349	244.0	23.3435547489	85400.0	29.8991365094	350			
b2442	59.0	5.64454807452	20650.0	7.22970923792	350			
b4326	218.0	20.8561267838	76300.0	26.7131629469	350			
b1160	0.0	0.0	0.0	0.0	350			
b0382	1320.0	126.284804379	462000.0	161.749427018	350			
b2528	7674.0	734.173930913	2685900.0	940.352350709	350			
b2531	9728.0	930.680740151	1575936.0	551.746201335	162.0	IscR	K13643	Transcription factors
b2530	16513.0	1579.80376872	6671252.0	2335.65192314	404.0	IscS	K04487	Sulfur relay system
b2529	15278.0	1461.65094038	5347300.0	1872.12708029	350			
b2524	3586.0	343.073718563	1255100.0	439.419276732	350			
b0421	641.0	61.3246663689	191659.0	67.1011546165	299.0	IspA	K00795	Cofactor biosynthesis
b3187	1113.0	106.481050965	359499.0	125.86311096	323.0	IspB	K02523	Cofactor biosynthesis
b2747	314.0	30.0404761932	74104.0	25.9443280081	236.0	IspD	K00991	Cofactor biosynthesis
b1208	225.0	21.5258189283	63675.0	22.2930622627	283.0	IspE	K00919	Cofactor biosynthesis
b2746	877.0	83.902858667	139443.0	48.8199682936	159.0	IspF	K01770	Cofactor biosynthesis
b2515	1168.0	111.742917814	434496.0	152.120084506	372.0	IspG	K03526	Cofactor biosynthesis
b0029	727.0	69.5523127149	229732.0	80.4307778521	316.0	IspH	K03527	Cofactor biosynthesis
b0174	400.0	38.2681225391	101200.0	35.4308268706	253.0	IspU	K00806	Cofactor biosynthesis
b3672	1331.0	127.337177749	465850.0	163.09733891	350			
b0220	1167.0	111.647247508	408450.0	143.001197977	350			
b1732	15.0	1.43505459522	11295.0	3.9544583943	753.0	KatE	K03781	Other enzymes
b3942	1550.0	148.288974839	1140800.0	399.402048359	736.0	KatG	K03782	Other enzymes
b3137	0.0	0.0	0.0	0.0	286.0	KbaY	K08302	Carbohydrate metabolism
b3132	0.0	0.0	0.0	0.0	426.0	KbaZ	K00917	Carbohydrate metabolism
b3617	1948.0	186.365756766	775304.0	271.439345811	398.0	Kbl	K00639	Amino acid metabolism
b1250	65.0	6.21856991261	22750.0	7.96493390618	350			
b3526	997.0	95.3832954288	308073.0	107.858509155	309.0	KdgK	K00874	Pentose phosphate metabolism
b1827	1174.0	112.316939652	410900.0	143.85896009	350			
b3909	0.0	0.0	0.0	0.0	350			
b0698	0.0	0.0	0.0	0.0	557.0	KdpA	K01546	Two-component system
b0697	0.0	0.0	0.0	0.0	682.0	KdpB	K01547	Two-component system
b0696	0.0	0.0	0.0	0.0	190.0	KdpC	K01548	Two-component system
b0695	17.0	1.62639520791	15198.0	5.32092595632	894.0	KdpD	K07646	Two-component system
b0694	41.0	3.92248256026	9225.0	3.22973693558	225.0	KdpE	K07667	Two-component system
b4513	0.0	0.0	0.0	0.0	350	KdpF	K01545	Two-component system
b1215	3707.0	354.649825631	1052788.0	368.588432405	284.0	KdsA	K01627	Glycan metabolism
b0918	1321.0	126.380474685	327608.0	114.697849105	248.0	KdsB	K00979	Glycan metabolism
b3198	714.0	68.3085987323	134232.0	46.9955607954	188.0	KdsC	K03270	Glycan metabolism
b3197	549.0	52.5229981849	180072.0	63.0444649826	328.0	KdsD	K06041	Other enzymes
b2842	47.0	4.49650439835	11891.0	4.16312215729	253.0	KduD	K00065	Carbohydrate metabolism
b2843	56.0	5.35753715548	15568.0	5.45046554072	278.0	KduI	K01815	Carbohydrate metabolism
b0465	338.0	32.3365635456	118300.0	41.4176563122	350			
b3350	30.0	2.87010919043	10500.0	3.67612334132	350			
b0047	21.0	2.0090764333	7350.0	2.57328633892	350			
b0046	60.0	5.74021838087	21000.0	7.35224668263	350			
b3351	56.0	5.35753715548	19600.0	6.86209690379	350			
b2587	2807.0	268.546549918	1299641.0	455.013391946	463.0	KgtP	K03761	Transport
b1352	0.0	0.0	0.0	0.0	350			
b4331	1.0	0.0956703063478	184.0	0.0644196852192	184.0	KptA	K07559	Other enzymes
b3747	104.0	9.94971186017	36400.0	12.7438942499	350			
b0342	3.0	0.287010919043	618.0	0.21636611666	206.0	LacA	K00633	Other enzymes
b0345	177.0	16.9336442236	61950.0	21.6891277138	350			
b0343	0.0	0.0	0.0	0.0	417.0	LacY	K02532	Transport
b0344	8.0	0.765362450782	8232.0	2.88208069959	1029.0	LacZ	K01190	Carbohydrate metabolism
b4036	13.0	1.24371398252	4550.0	1.59298678124	350			
b1192	201.0	19.2297315759	61104.0	21.3929372045	304.0	LdcA	K01297	Peptidases
b0186	14.0	1.33938428887	9982.0	3.49476792314	713.0	LdcC	K01582	Amino acid metabolism
b1380	1592.0	152.307127706	523768.0	183.37483526	329.0	LdhA	K03778	Glycolysis
