K11093	U1-70k:AT3G50670
K00058	PgdH:AT1G17745
K00588	CCOAMT:AT1G67980
K02981	AT1G59359:AT1G59359
K14301	AT3G14120:AT3G14120
K13366	AtpAo1:AT5G13700
K08819	CdkC:AT5G10270
K01090	Ahg1:AT5G51760
K02835	Apg3:AT3G62910
K02152	VMA10:AT3G01390
K00430	AT1G30870:AT1G30870
K14559	AT5G66540:AT5G66540
K01835	AT1G23190:AT1G23190
K12184	VPS28-1:AT4G21560
K09338	AthB23:AT1G26960
K05605	AT1G06550:AT1G06550
K00924	Acr4:AT3G59420
K12451	Nrs/er:AT1G63000
K11838	Ubp12:AT5G06600
K10703	AT5G59770:AT5G59770
K00695	Sus3:AT4G02280
K03946	AT5G47890:AT5G47890
K00759	Apt4:AT4G12440
K01599	HEME1:AT3G14930
K07151	Stt3b:AT1G34130
K09832	CYP710A1:AT2G34500
K01240	URH1:AT2G36310
K01728	AT3G53190:AT3G53190
K10405	Atk3:AT5G54670
K11252	Htb2:AT5G22880
K11817	Aao1:AT5G20960
K03351	AT4G21530:AT4G21530
K00517	Cyp71b30p:AT3G53290
K01953	Asn1:AT3G47340
K05868	CycB1:AT2G26760
K00088	AT1G79470:AT1G79470
K10610	DDB1B:AT4G21100
K05931	PrmT4b:AT3G06930
K01738	DES1:AT5G28030
K11816	Yuc2:AT4G13260
K15053	AT3G62080:AT3G62080
K01807	Rsw10:AT1G71100
K00294	AldH12a1:AT5G62530
K01893	SynC3:AT1G70980
K04077	AT3G13470:AT3G13470
K05907	Apr3:AT4G21990
K13448	AT3G10300:AT3G10300
K08914	LhcB3:AT5G54270
K12193	VPS24.2:AT3G45000
K02993	AT3G02560:AT3G02560
K13648	Lgt5:AT2G30575
K02721	PsbW:AT2G30570
K01897	AT4G11030:AT4G11030
K00927	Pgk1:AT3G12780
K01634	Dpl1:AT1G27980
K03537	EMB1687:AT1G04635
K03239	AT1G72340:AT1G72340
K11868	CYP71A13:AT2G30770
K01868	EMB2761:AT2G04842
K11253	Mgh3:AT1G19890
K15398	CYP86A7:AT1G63710
K12603	AT1G31500:AT1G31500
K04382	Pp2A:AT1G69960
K01810	Pgi1:AT4G24620
K00924	Cpk32:AT3G57530
K02918	AT5G02610:AT5G02610
K09580	PDIL1-1:AT1G21750
K01228	AT1G24320:AT1G24320
K14564	AT3G12860:AT3G12860
K03015	NrpE7:AT4G14660
K13648	Qua1:AT3G25140
K11353	MEE4:AT1G04630
K13412	Cpk1:AT5G04870
K03527	Hdr:AT4G34350
K11279	Nap1:AT3G13782
K12826	AT2G32600:AT2G32600
K13356	FAR5:AT3G44550
K02151	AT4G02620:AT4G02620
K01623	AT5G03690:AT5G03690
K00012	AT3G01010:AT3G01010
K03781	Cat3:AT1G20620
K15744	Z-ISO:AT1G10830
K12871	AT3G05070:AT3G05070
K00900	F2kP:AT1G07110
K05610	Uch2:AT1G65650
K02978	Ars27a:AT3G61110
K02563	AT1G73740:AT1G73740
K12181	Cop9:AT4G14110
K15095	AT3G61220:AT3G61220
K16054	AT5G53850:AT5G53850
K11866	AMSH3:AT4G16144
K01728	AT4G13710:AT4G13710
K08235	MerI5b:AT4G30270
K11584	ATB'_ALPHA:AT5G03470
K00958	Aps4:AT5G43780
K00695	SUS5:AT5G37180
K00873	AT3G25960:AT3G25960
K14567	AT5G08600:AT5G08600
K04565	Csd2:AT2G28190
K03178	AtuBa1:AT2G30110
K00797	SpdS3:AT5G53120
K08903	Psb28:AT4G28660
K09286	Cbf2:AT4G25470
K00817	HISN6B:AT1G71920
K09422	Myb100:AT2G25230
K11251	Hta6:AT5G59870
K02917	AT1G41880:AT1G41880
K07976	RabA5e:AT1G05810
K06943	PDE318:AT1G80770
K00161	Iar4:AT1G24180
K02898	AT5G67510:AT5G67510
K01592	AT2G20340:AT2G20340
K03032	AT1G04810:AT1G04810
K01190	AT3G54440:AT3G54440
K12900	SCL30:AT3G55460
K00430	AT5G58390:AT5G58390
K11648	Bsh:AT3G17590
K00001	AT1G64710:AT1G64710
K00162	AT2G34590:AT2G34590
K00681	Ggt2:AT4G39650
K09571	Rof1:AT3G25230
K08235	Xth19:AT4G30290
K13448	AT1G73630:AT1G73630
K01749	HemC:AT5G08280
K00789	SAM1:AT1G02500
K03027	RPAC43:AT1G60620
K03935	Nad7:ArthMp043
K00430	AT4G25980:AT4G25980
K08288	PSL4:AT5G56360
K01930	AtdFd:AT3G55630
K02974	AT3G04920:AT3G04920
K08592	Esd4:AT4G15880
K09756	ScpL19:AT5G09640
K09753	Ccr2:AT1G80820
K02202	Cak4:AT1G66750
K02894	emb2171:AT3G04400
K10572	IPK1:AT5G42810
K02155	VHA-C3:AT4G38920
K13412	Cpk23:AT4G04740
K03260	eIFiso4G2:AT2G24050
K00924	Cpk34:AT5G19360
K03364	Ccs52a2:AT4G11920
K14490	AHP2:AT3G29350
K02140	AT4G29480:AT4G29480
K10735	Sld5:AT5G49010
K03878	AT2G07785:AT2G07785
K00815	AT5G36160:AT5G36160
K01462	Pdf1b:AT5G14660
K01462	Pdf1a:AT1G15390
K07151	Stt3a:AT5G19690
K00434	Apx3:AT4G35000
K00860	Apk:AT2G14750
K09286	AteBp:AT3G16770
K11128	AT5G18180:AT5G18180
K12893	RSP35:AT4G25500
K02535	AT1G25054:AT1G25054
K06269	AT3G05580:AT3G05580
K00894	emb1187:AT2G26830
K12598	HEN2:AT2G06990
K01623	AT4G26520:AT4G26520
K00382	Lpd1:AT3G16950
K05953	Nas2:AT5G56080
K00430	PrxCa:AT3G49110
K05349	Bxl2:AT1G02640
K12593	AT5G59460:AT5G59460
K00140	AldH6b2:AT2G14170
K07975	AraC6:AT4G35950
K03857	SetH2:AT3G45100
K14557	AT4G28200:AT4G28200
K00469	MioX5:AT5G56640
K14500	BSK2:AT5G46570
K00558	Cmt3:AT1G69770
K01649	Ims2:AT5G23020
K01006	PpdK:AT4G15530
K00868	Sos4:AT5G37850
K09338	AthB22:AT2G36610
K08913	LhcB2.2:AT2G05070
K15422	AT5G09290:AT5G09290
K13681	Fut9:AT1G14110
K09422	AtmYb6:AT4G09460
K14509	ERS1:AT2G40940
K09284	Ap2:AT4G36920
K14309	AT2G41620:AT2G41620
K01681	ACO2:AT4G26970
K01883	SYCO_ARATH:AT2G31170
K11098	AT2G14285:AT2G14285
K02908	AT1G36240:AT1G36240
K12900	SCL30A:AT3G13570
K02870	AT3G53430:AT3G53430
K00928	CARAB-AK-LYS:AT5G14060
K09060	Tga4:AT5G10030
K03137	AT4G20330:AT4G20330
K04371	MPK14:AT4G36450
K08916	LhcB5:AT4G10340
K00517	Cyp78a8:AT1G01190
K00854	XK-2:AT5G49650
K00297	MthFr2:AT2G44160
K09286	Erf2:AT5G47220
K13336	PEX3:AT1G48635
K00469	MioX2:AT2G19800
K01940	AT4G24830:AT4G24830
K02960	AT3G04230:AT3G04230
K14563	FIB1:AT5G52470
K13681	Fut4:AT2G15390
K02724	PsbZ:ArthCp019
K01738	OasA2:AT3G22460
K11599	AT1G67250:AT1G67250
K09060	Obf5:AT5G06960
K13416	Bak1:AT4G33430
K13448	Cam9:AT3G51920
K11584	ATB'_DELTA:AT3G26030
K11855	Ubp23:AT5G57990
K03242	EIF2_GAMMA:AT1G04170
K12855	EMB2770:AT4G03430
K02951	AT1G15930:AT1G15930
K12195	VPS20.2:AT5G09260
K12831	emb2444:AT2G18510
K12857	AT2G43770:AT2G43770
K12130	AprR5:AT5G24470
K03787	AT4G14930:AT4G14930
K00721	AT1G20575:AT1G20575
K01728	AT3G55140:AT3G55140
K00517	Cyp78a5:AT1G13710
K12947	AT2G39960:AT2G39960
K01887	AT1G66530:AT1G66530
K11251	Hta2:AT4G27230
K13600	Ch1:AT1G44446
K00207	PYD1:AT3G17810
K00815	AT4G23590:AT4G23590
K01590	emb1075:AT1G43710
K11971	Nhl8:AT1G32340
K09286	Erf1:AT3G23240
K03097	AT2G23080:AT2G23080
K10525	Aoc2:AT3G25770
K02725	Paf1:AT5G42790
K14489	WOL:AT2G01830
K00799	GSTL1:AT5G02780
K00020	AT4G20930:AT4G20930
K08494	NpsN12:AT1G48240
K14521	AT3G57940:AT3G57940
K10609	AT3G46910:AT3G46910
K00430	AT2G37130:AT2G37130
K03678	CER7:AT3G60500
K09422	Myb23:AT5G40330
K01433	AT5G47435:AT5G47435
K05389	Tpk4:AT1G02510
K15397	KCS9:AT2G16280
K02988	AT2G33800:AT2G33800
K11438	PrmT7:AT4G16570
K12591	AT2G32415:AT2G32415
K09286	DreB2b:AT3G11020
K14509	EIN4:AT3G04580
K09286	Erf4:AT3G15210
K03252	Tif3c2:AT3G22860
K00924	Crk:AT3G50530
K07936	Ran2:AT5G20020
K14491	RR10:AT4G31920
K00025	AT5G43330:AT5G43330
K00432	AtgPx5:AT3G63080
K02604	Orc2:AT2G37560
K04035	Crd1:AT3G56940
K02933	emb2394:AT1G05190
K01897	Aae15:AT4G14070
K00517	Cyp71b16:AT3G26150
K11087	AT3G07590:AT3G07590
K00036	G6pD1:AT5G35790
K07976	RabA4d:AT3G12160
K00366	Nir1:AT2G15620
K15422	AT5G63990:AT5G63990
K14432	ABF1:AT1G49720
K01358	ClpP5:AT1G02560
K14313	AT3G16310:AT3G16310
K12827	Ato:AT5G06160
K05387	AtgLr2.2:AT2G24720
K14570	SDN2:AT5G05540
K00507	Fad5:AT3G15850
K01728	RHS14:AT4G22080
K03262	AT1G77840:AT1G77840
K10999	CesA4:AT5G44030
K14005	AT1G18830:AT1G18830
K01669	Phr1:AT1G12370
K14018	AT3G18860:AT3G18860
K00012	Ugd1:AT1G26570
K08472	Mlo8:AT2G17480
K01338	Lon2:AT5G47040
K07976	Rab6a:AT2G44610
K14406	AT5G60940:AT5G60940
K10695	RinG1b:AT1G03770
K01230	MNS1:AT1G51590
K01074	AT4G17480:AT4G17480
K01074	AT4G17483:AT4G17483
K12134	Cca1:AT2G46830
K00703	Ssi1:AT5G24300
K01528	DRP3A:AT4G33650
K01193	cwINV4:AT2G36190
K02725	Paf2:AT1G47250
K09264	Cal:AT1G26310
K03257	Eif4a-2:AT1G54270
K02735	Pbc2:AT1G77440
K06119	Sqd2:AT5G01220
K08905	PsaG:AT1G55670
K02882	AT1G29965:AT1G29965
K10580	Ubc36:AT1G16890
K01497	AtgCh:AT5G64300
K11252	Htb11:AT3G46030
K12893	AT2G46610:AT2G46610
K05277	LdoX:AT4G22880
K11420	SUVH3:AT1G73100
K02726	Pab1:AT1G16470
K03138	Rap74:AT4G12610
K08907	LhcA1:AT3G54890
K12890	AT4G02430:AT4G02430
K08967	ARD3:AT2G26400
K03026	AT4G25180:AT4G25180
K01637	Icl:AT3G21720
K09587	Dwf4:AT3G50660
K14674	SDP1:AT5G04040
K10879	XrcC2:AT5G64520
K08506	Syp71:AT3G09740
K11836	Ubp14:AT3G20630
K00737	AT3G01620:AT3G01620
K00430	AT2G18980:AT2G18980
K09872	Pip2b:AT2G37170
K00940	AT1G17410:AT1G17410
K12524	AK-HSDH_I:AT1G31230
K00559	Smt1:AT5G13710
K11253	Htr12:AT1G01370
K01904	4cl1:AT1G51680
K00799	GSTF2:AT4G02520
K03024	AT4G01590:AT4G01590
K13448	AT3G01830:AT3G01830
K03593	IndL:AT4G19540
K00517	CYP91A2:AT4G37430
K13379	Rgp3:AT3G08900
K10753	Sga2:AT1G66740
K03531	FtsZ1-1:AT5G55280
K01087	AT5G65140:AT5G65140
K02937	AT1G80750:AT1G80750
K11755	At-Ie:AT1G31860
K13508	GpaT1:AT1G06520
K01090	TopP3:AT1G64040
K14431	TGA1:AT5G65210
K08235	Xth17:AT1G65310
K01834	PGM:AT1G78050
K04799	AT5G26680:AT5G26680
K03885	Ndb2:AT4G05020
K05359	ADT4:AT3G44720
K09422	Myb4:AT4G38620
K03021	NrpC2:AT5G45140
K08472	Mlo4:AT1G11000
K01082	HL:AT5G54390
K13993	AT5G20970:AT5G20970
K11251	Rat5:AT5G54640
K10751	Fas2:AT5G64630
K01090	Ppx2:AT5G55260
K12581	AT2G32070:AT2G32070
K00517	CYP71B5:AT3G53280
K00921	FAB1A:AT4G33240
K01251	SahH2:AT3G23810
K14404	CPSF30:AT1G30460
K04121	Ga2:AT1G79460
K00924	AtsK11:AT5G26751
K05605	AT4G31810:AT4G31810
K14003	AT5G50550:AT5G50550
K10140	Ddb2:AT5G58760
K13339	Pex6:AT1G03000
K01738	CysD2:AT5G28020
K03144	AT4G17020:AT4G17020
K16240	SPA1:AT2G46340
K13412	Cpk2:AT3G10660
K12856	Sus2:AT1G80070
K01738	AT1G55880:AT1G55880
K13343	Pex14:AT5G62810
K02437	AT1G32470:AT1G32470
K02957	rps15ab:AT2G19720
K00606	PANB2:AT3G61530
K13348	AT5G19750:AT5G19750
K02976	AT2G40510:AT2G40510
K00726	Cgl1:AT4G38240
K04077	HSP60-3A:AT3G13860
K03116	AT5G28750:AT5G28750
K00558	DnmT2:AT5G25480
K01535	Aha11:AT5G62670
K03094	Ask6:AT3G53060
K00799	GSTU28:AT1G53680
K00031	AT5G14590:AT5G14590
K05658	AT3G28345:AT3G28345
K12191	VPS2.2:AT5G44560
K02126	AT2G07741:AT2G07741
K13289	ScpL47:AT5G22980
K01490	Fac1:AT2G38280
K00030	IDH-IV:AT1G32480
K13249	AT2G21160:AT2G21160
K00430	AT2G43480:AT2G43480
K13993	AT2G29500:AT2G29500
K03107	AT5G61970:AT5G61970
K05387	AtgLr2.9:AT2G29100
K13412	Cpk30:AT1G74740
K01897	LacS9:AT1G77590
K09550	Aip3:AT1G08780
K02638	Drt112:AT1G20340
K13508	GpaT6:AT2G38110
K13412	Cpk9:AT3G20410
K14229	TrnK:ArthCt089
K14226	TrnH:ArthCt088
K03921	Ssi2:AT2G43710
K13989	Der2.2:AT4G04860
K05391	AtcNgc6:AT2G23980
K08503	Syp52:AT1G79590
K13566	AT5G12040:AT5G12040
K14649	AT1G31240:AT1G31240
K03247	Tif3h1:AT1G10840
K03283	AT5G02490:AT5G02490
K14401	CPSF160:AT5G51660
K01662	DxpS1:AT3G21500
K09567	AT2G38730:AT2G38730
K00972	GlcNA.1UT1:AT1G31070
K01803	Tpi:AT3G55440
K02115	AtpC1:AT4G04640
K02980	AT4G33865:AT4G33865
K11517	AT4G18360:AT4G18360
K11293	HirA:AT3G44530
K01657	Asa2:AT2G29690
K14570	SDN3:AT5G67240
K14490	AHP1:AT3G21510
K14491	APRR6:AT1G68210
K14503	BES1:AT1G19350
K01244	AtmTn1:AT4G38800
K08232	MdaR4:AT3G27820
K11644	Snl3:AT1G24190
K01488	AT4G04880:AT4G04880
K02960	AT2G09990:AT2G09990
K14442	AT2G35920:AT2G35920
K14400	PCFS4:AT4G04885
K14431	AT1G08320:AT1G08320
K01756	AT1G36280:AT1G36280
K00873	AT3G04050:AT3G04050
K14487	GH3.1:AT2G14960
K13413	AtmKk5:AT3G21220
K11450	Ldl1:AT1G62830
K11422	Sdg25:AT5G42400
K09422	Myb60:AT1G08810
K00858	NadK1:AT3G21070
K09422	Myb25:AT2G39880
K03541	PsbR:AT1G79040
K08679	Gae1:AT4G30440
K10643	AT5G60170:AT5G60170
K03695	ClpB3:AT5G15450
K03251	AT5G44320:AT5G44320
K00052	IMD1:AT5G14200
K03354	AT4G10000:AT4G10000
K03965	AT4G34700:AT4G34700
K02132	AT2G07698:AT2G07698
K10838	Rad4:AT5G16630
K09291	Nua:AT1G79280
K12872	AT2G29580:AT2G29580
K08235	Xth18:AT4G30280
K00850	Pfk4:AT5G61580
K13412	Cpk24:AT2G31500
K02209	MCM5:AT2G07690
K01648	AclB-2:AT5G49460
K08333	AT4G29380:AT4G29380
K15397	KCS18:AT4G34520
K13917	AT3G09100:AT3G09100
K05658	PGP2:AT4G25960
K03264	emb1624:AT3G55620
K00025	AT5G56720:AT5G56720
K02979	AT3G10090:AT3G10090
K00059	AT5G18210:AT5G18210
K01507	AtpPa6:AT5G09650
K02975	AT2G21580:AT2G21580
K05298	GapB:AT1G42970
K10601	AT3G16090:AT3G16090
K05955	Fta:AT3G59380
K12854	emb1507:AT1G20960
K12885	AT5G04280:AT5G04280
K14490	AHP3:AT5G39340
K09422	Myb95:AT1G74430
K02872	AT4G13170:AT4G13170
K09338	AthB-15:AT1G52150
K01904	AcoS5:AT1G62940
K12492	Agd6:AT3G53710
K01869	EMB2369:AT4G04350
K05359	ADT6:AT1G08250
K13412	CdpK9:AT5G23580
K02942	AT5G57290:AT5G57290
K00416	AT1G15120:AT1G15120
K09873	Tip3:AT1G73190
K00511	Sqe2:AT2G22830
K09872	Pip2:AT3G54820
K14546	AT5G11240:AT5G11240
K12819	SMP2:AT4G37120
K11717	CpnIfs:AT1G08490
K02915	AT3G28900:AT3G28900
K01640	AT2G26800:AT2G26800
K04713	SBH2:AT1G14290
K02913	AT5G18790:AT5G18790
K00469	MioX1:AT1G14520
K13448	CML23:AT1G66400
K02259	Cox15:AT5G56090
K02218	Ckl2:AT1G72710
K01728	AT5G63180:AT5G63180
K08235	Xtr8:AT3G44990
K09843	Cyp707a4:AT3G19270
K00695	Sus6:AT1G73370
K00430	PrxCb:AT3G49120
K10727	Cdt1b:AT3G54710
K00472	AT1G20270:AT1G20270
K00121	AT1G22430:AT1G22430
K01463	Ill1:AT5G56650
K05658	PGP7:AT5G46540
K14491	RR20:AT3G62670
K02885	AT3G16780:AT3G16780
K03357	APC10:AT2G18290
K08233	Acl:AT2G23600
K01696	Tsb1:AT5G54810
K00231	PpoX:AT4G01690
K03538	AT2G43190:AT2G43190
K01919	GSH1:AT4G23100
K02912	AT4G18100:AT4G18100
K08232	MDAR6:AT1G63940
K01723	Aos:AT5G42650
K06611	Sip1:AT5G40390
K03644	AT5G08415:AT5G08415
K10885	Ku80:AT1G48050
K03882	Nad4l:ArthMp058
K05387	AtgLr2.4:AT4G31710
K05868	CycB1:AT3G11520
K00876	UK/UPRT1:AT5G40870
K01937	AT4G20320:AT4G20320
K02729	Pae1:AT1G53850
K02894	AT1G04480:AT1G04480
K03881	Nad4:ArthMp051
K11835	Ubp10:AT4G10590
K01114	NPC6:AT3G48610
K14487	GH3.3:AT2G23170
K03136	AT4G20810:AT4G20810
K09286	Erf5:AT5G47230
K01679	FUM2:AT5G50950
K08472	Mlo15:AT2G44110
K02955	AT2G36160:AT2G36160
K11835	Ubp9:AT4G10570
K07466	AT4G28440:AT4G28440
K12818	AT5G10370:AT5G10370
K01681	ACO1:AT4G35830
K09422	Myb7:AT2G16720
K02730	Paa1:AT5G35590
K10576	Ubc5:AT1G63800
K02920	AT2G37600:AT2G37600
K12502	Apg1:AT3G63410
K00232	Acx1:AT4G16760
K01918	PanC:AT5G48840
K14497	HAB1:AT1G72770
K14012	Pux5:AT4G15410
K05757	ArpC1a:AT2G30910
K08472	Mlo3:AT3G45290
K09338	Hdg8:AT3G03260
K00430	AT3G49960:AT3G49960
K08341	ATG8C:AT1G62040
K09562	Fes1C:AT5G02150
K03635	AT2G43760:AT2G43760
K14298	AT1G80670:AT1G80670
K11188	AtpEr1:AT1G48130
K05857	PLC1:AT4G38530
K10525	Aoc1:AT3G25760
K14292	AT1G45231:AT1G45231
K03109	AT3G49100:AT3G49100
K14327	AT2G39260:AT2G39260
K14409	SMG7:AT5G19400
K00235	Sdh2-2:AT5G40650
K05658	ABCB4:AT2G47000
K12448	Mee25:AT2G34850
K01433	AT4G17360:AT4G17360
K14484	IAA12:AT1G04550
K02888	AT1G35680:AT1G35680
K03950	AT3G12260:AT3G12260
K12662	Emb2776:AT2G41500
K00766	Trp1:AT5G17990
K00949	Tpk2:AT2G44750
K01090	Bsl1:AT4G03080
K01892	AthRs1:AT3G46100
K05605	AT3G60510:AT3G60510
K01184	AT3G15720:AT3G15720
K11842	AtuBp3:AT4G39910
K00844	Hxk3:AT1G47840
K13356	FAR1:AT5G22500
K00924	Ckl8:AT5G43320
K02912	AT5G46430:AT5G46430
K09422	Myb98:AT4G18770
K15634	AT3G50520:AT3G50520
K02873	AT3G48960:AT3G48960
K05928	G-tMt:AT1G64970
K00510	HO4:AT1G58300
K12492	AGD7:AT2G37550
K00799	GSTF14:AT1G49860
K12741	AT5G40490:AT5G40490
K14652	AT2G22450:AT2G22450
K05546	Gcs1:AT1G67490
K09338	AthB13:AT1G69780
K01057	PGL2:AT3G49360
K00134	GapC1:AT3G04120
K01082	Sal1:AT5G63980
K14491	RR12:AT2G25180
K13414	MekK1:AT4G08500
K11583	FasS:AT5G18580
K03000	AT3G25940:AT3G25940
K01090	Abi1:AT4G26080
K01809	Din9:AT1G67070
K00658	AT5G55070:AT5G55070
K01530	Aca.l:AT1G13210
K01728	AT4G22090:AT4G22090
K03553	AT2G19490:AT2G19490
K02935	RPL12-C:AT3G27850
K00517	Cyp71b24:AT3G26230
K11096	AT3G62840:AT3G62840
K03955	MTACP-1:AT2G44620
K13606	NOL:AT5G04900
K01772	FC2:AT2G30390
K14498	SNRK2.1:AT5G08590
K00991	IspD:AT2G02500
K01246	AT1G13635:AT1G13635
K09286	AteRf6:AT4G17490
K16055	TPS11:AT2G18700
K10756	RFC3:AT1G77470
K01001	AT3G57220:AT3G57220
K12845	AT5G20160:AT5G20160
K02372	AT5G10160:AT5G10160
K03237	AT2G40290:AT2G40290
K04498	Hac12:AT1G16710
K08509	SnaP33:AT5G61210
K12847	AT4G22410:AT4G22410
K11087	AT4G02840:AT4G02840
K14290	Xpo1b:AT3G03110
K01868	AT1G17960:AT1G17960
K14535	AT5G60340:AT5G60340
K13989	Der1:AT4G29330
