K01369	DelTa-vpe
K05291	AT3G07180
K05290	AT1G08750
K05293	AT1G63110
K05292	AT3G07140
K03669	-
K03662	-
K03660	Ogg1
K03661	AT4G32530
K03661	AT2G25610
K03667	-
K06013	AtsTe24
K02606	Orc4
K02605	Orc3
K02993	AT5G16130
K02993	AT3G02560
K02993	AT1G48830
K02992	Rps12
K08287	Afc2
K16786	-
K08281	-
K08282	PhoT1
K12446	Ara1
K12446	AT3G42850
K12447	AtuSp
K12448	Mee25
K12448	Dur
K12448	Mur4
K12448	AT4G20460
K12449	Axs2
K12449	Axs1
K03125	Haf01
K03125	Haf2
hsa_Q562N0	-
K03127	Taf13
K11069	-
K03126	Taf12
K03126	EER4
K11067	-
K11065	-
hsa_Q562N4	-
K06902	-
hsa_Q562N6	-
K08832	-
K00415	-
sce_YML085C	-
K05907	Apr1
K05907	Apr3
K05907	Apr2
K05906	FclY
K05901	-
K04334	-
K00366	Nir1
K00364	-
K00365	AT2G26230
K00363	-
K00360	Nia1
K00360	Nia2
NotMapped	NotMapped
