K18637	AXL2:YIL140W
sce_YMR195W	YMR195W:YMR195W
sce_YGL220W	YGL220W:YGL220W
sce_YNL274C	YNL274C:YNL274C
sce_YCR044C	YCR044C:YCR044C
sce_YKL119C	YKL119C:YKL119C
sce_YGR004W	YGR004W:YGR004W
sce_YMR058W	YMR058W:YMR058W
sce_YNL246W	YNL246W:YNL246W
sce_YDR524C-B	YDR524C-B:YDR524C-B
sce_YPR009W	YPR009W:YPR009W
sce_YDR366C	YDR366C:YDR366C
sce_YBR074W	YBR074W:YBR074W
sce_YIL055C	YIL055C:YIL055C
sce_YER096W	YER096W:YER096W
sce_YER182W	YER182W:YER182W
sce_YPL201C	YPL201C:YPL201C
sce_YGL198W	YGL198W:YGL198W
sce_YDL073W	YDL073W:YDL073W
sce_YKL038W	YKL038W:YKL038W
sce_YPL092W	YPL092W:YPL092W
sce_YJR126C	YJR126C:YJR126C
sce_YCR004C	YCR004C:YCR004C
sce_YNL115C	YNL115C:YNL115C
sce_YER080W	YER080W:YER080W
sce_YKL050C	YKL050C:YKL050C
sce_YER101C	YER101C:YER101C
sce_YKL138C	YKL138C:YKL138C
sce_YML131W	YML131W:YML131W
sce_YMR140W	YMR140W:YMR140W
sce_YMR111C	YMR111C:YMR111C
sce_YGL263W	YGL263W:YGL263W
sce_YOR012W	YOR012W:YOR012W
sce_YPL247C	YPL247C:YPL247C
sce_YFR041C	YFR041C:YFR041C
sce_YBL017C	YBL017C:YBL017C
sce_YEL071W	YEL071W:YEL071W
sce_YGR196C	YGR196C:YGR196C
sce_YOR372C	YOR372C:YOR372C
sce_YGL091C	YGL091C:YGL091C
sce_YMR024W	YMR024W:YMR024W
sce_YBR105C	YBR105C:YBR105C
sce_YOR034C	YOR034C:YOR034C
sce_YML083C	YML083C:YML083C
sce_YDR085C	YDR085C:YDR085C
sce_YKR071C	YKR071C:YKR071C
sce_YKL084W	YKL084W:YKL084W
sce_YNL068C	YNL068C:YNL068C
sce_YGR071C	YGR071C:YGR071C
sce_YGL200C	YGL200C:YGL200C
sce_YPR154W	YPR154W:YPR154W
sce_YNL005C	YNL005C:YNL005C
sce_YJL105W	YJL105W:YJL105W
sce_YCR010C	YCR010C:YCR010C
sce_YOL082W	YOL082W:YOL082W
sce_YHR014W	YHR014W:YHR014W
sce_YDL167C	YDL167C:YDL167C
sce_YDL189W	YDL189W:YDL189W
sce_YMR030W-A	YMR030W-A:YMR030W-A
sce_YBR131W	YBR131W:YBR131W
sce_YPR172W	YPR172W:YPR172W
sce_YOR246C	YOR246C:YOR246C
sce_YER045C	YER045C:YER045C
sce_YNR068C	YNR068C:YNR068C
sce_YNL006W	YNL006W:YNL006W
sce_YHR138C	YHR138C:YHR138C
sce_YGR268C	YGR268C:YGR268C
sce_YLR220W	YLR220W:YLR220W
sce_YAL018C	YAL018C:YAL018C
sce_YDL053C	YDL053C:YDL053C
sce_YMR001C-A	YMR001C-A:YMR001C-A
sce_YKR104W	YKR104W:YKR104W
sce_YER174C	YER174C:YER174C
sce_YLR183C	YLR183C:YLR183C
sce_YML048W	YML048W:YML048W
sce_YLR001C	YLR001C:YLR001C
sce_YKL160W	YKL160W:YKL160W
sce_YOL008W	YOL008W:YOL008W
sce_YGR079W	YGR079W:YGR079W
sce_YOL147C	YOL147C:YOL147C
sce_YGL233W	YGL233W:YGL233W
sce_YER046W	YER046W:YER046W
sce_YIR018W	YIR018W:YIR018W
sce_YEL061C	YEL061C:YEL061C
sce_YKR045C	YKR045C:YKR045C
sce_YOL112W	YOL112W:YOL112W
sce_YNL111C	YNL111C:YNL111C
sce_YLR342W-A	YLR342W-A:YLR342W-A
sce_YJL129C	YJL129C:YJL129C
sce_YNL254C	YNL254C:YNL254C
sce_YDR430C	YDR430C:YDR430C
sce_YER188C-A	YER188C-A:YER188C-A
sce_YBR293W	YBR293W:YBR293W
sce_YMR160W	YMR160W:YMR160W
sce_YAL031C	YAL031C:YAL031C
sce_YIL132C	YIL132C:YIL132C
sce_YML109W	YML109W:YML109W
sce_YGR126W	YGR126W:YGR126W
sce_YLR237W	YLR237W:YLR237W
sce_YKR029C	YKR029C:YKR029C
sce_YOL089C	YOL089C:YOL089C
sce_YBR089C-A	YBR089C-A:YBR089C-A
sce_YIR039C	YIR039C:YIR039C
sce_YMR003W	YMR003W:YMR003W
sce_YJL024C	YJL024C:YJL024C
sce_YHR050W-A	YHR050W-A:YHR050W-A
sce_YNL279W	YNL279W:YNL279W
sce_YAR028W	YAR028W:YAR028W
sce_YIR033W	YIR033W:YIR033W
sce_YDR281C	YDR281C:YDR281C
sce_YGR149W	YGR149W:YGR149W
sce_YKR003W	YKR003W:YKR003W
sce_YKR030W	YKR030W:YKR030W
sce_YHR059W	YHR059W:YHR059W
sce_YLR144C	YLR144C:YLR144C
sce_YOL116W	YOL116W:YOL116W
sce_YBR119W	YBR119W:YBR119W
sce_YCR051W	YCR051W:YCR051W
sce_YNL134C	YNL134C:YNL134C
sce_YPL074W	YPL074W:YPL074W
sce_YLR341W	YLR341W:YLR341W
sce_YPL159C	YPL159C:YPL159C
sce_YGR187C	YGR187C:YGR187C
sce_YBL103C	YBL103C:YBL103C
sce_YKR050W	YKR050W:YKR050W
sce_YER093C	YER093C:YER093C
sce_YPL188W	YPL188W:YPL188W
sce_YIL002C	YIL002C:YIL002C
sce_YER163C	YER163C:YER163C
sce_YNR056C	YNR056C:YNR056C
sce_YPL045W	YPL045W:YPL045W
sce_YNL168C	YNL168C:YNL168C
sce_YJL056C	YJL056C:YJL056C
sce_YJR003C	YJR003C:YJR003C
sce_YMR039C	YMR039C:YMR039C
sce_YOR097C	YOR097C:YOR097C
sce_YDR504C	YDR504C:YDR504C
sce_YOR304C-A	YOR304C-A:YOR304C-A
sce_YCR047C	YCR047C:YCR047C
sce_YPL103C	YPL103C:YPL103C
sce_YKL159C	YKL159C:YKL159C
sce_YDR084C	YDR084C:YDR084C
sce_YNL175C	YNL175C:YNL175C
sce_YBR139W	YBR139W:YBR139W
sce_YOR281C	YOR281C:YOR281C
sce_YOR320C	YOR320C:YOR320C
sce_YOR086C	YOR086C:YOR086C
sce_YMR163C	YMR163C:YMR163C
sce_YEL005C	YEL005C:YEL005C
sce_YNL128W	YNL128W:YNL128W
sce_YNL263C	YNL263C:YNL263C
sce_YJL217W	YJL217W:YJL217W
sce_YOR037W	YOR037W:YOR037W
sce_YJR044C	YJR044C:YJR044C
sce_YGR049W	YGR049W:YGR049W
sce_YMR279C	YMR279C:YMR279C
sce_YGL208W	YGL208W:YGL208W
sce_YHR204W	YHR204W:YHR204W
sce_YER007C-A	YER007C-A:YER007C-A
sce_YLR073C	YLR073C:YLR073C
sce_YBR207W	YBR207W:YBR207W
sce_YIL164C	YIL164C:YIL164C
sce_YKL048C	YKL048C:YKL048C
sce_YOR047C	YOR047C:YOR047C
sce_YMR135C	YMR135C:YMR135C
sce_YLR454W	YLR454W:YLR454W
sce_YCR079W	YCR079W:YCR079W
sce_YBR268W	YBR268W:YBR268W
sce_YLR201C	YLR201C:YLR201C
sce_YER104W	YER104W:YER104W
sce_YER180C-A	YER180C-A:YER180C-A
sce_YGL013C	YGL013C:YGL013C
sce_YNL035C	YNL035C:YNL035C
sce_YPL246C	YPL246C:YPL246C
sce_YDR407C	YDR407C:YDR407C
sce_YJL213W	YJL213W:YJL213W
sce_YPL038W	YPL038W:YPL038W
sce_YOR017W	YOR017W:YOR017W
sce_YOR180C	YOR180C:YOR180C
sce_YOR293C-A	YOR293C-A:YOR293C-A
sce_YJR118C	YJR118C:YJR118C
sce_YHR114W	YHR114W:YHR114W
sce_YML101C	YML101C:YML101C
sce_YEL073C	YEL073C:YEL073C
sce_YOL155W-A	YOL155W-A:YOL155W-A
sce_YHR136C	YHR136C:YHR136C
sce_YOL117W	YOL117W:YOL117W
sce_YBR107C	YBR107C:YBR107C
sce_YDR352W	YDR352W:YDR352W
sce_YBR222C	YBR222C:YBR222C
sce_YDR080W	YDR080W:YDR080W
sce_YDR406W	YDR406W:YDR406W
sce_YKR085C	YKR085C:YKR085C
sce_YOR285W	YOR285W:YOR285W
sce_YDR219C	YDR219C:YDR219C
sce_YMR025W	YMR025W:YMR025W
sce_YDR263C	YDR263C:YDR263C
sce_YOL111C	YOL111C:YOL111C
sce_YOR292C	YOR292C:YOR292C
sce_YBL066C	YBL066C:YBL066C
sce_YKR046C	YKR046C:YKR046C
sce_YER067W	YER067W:YER067W
sce_YHR105W	YHR105W:YHR105W
sce_YMR148W	YMR148W:YMR148W
sce_YDR338C	YDR338C:YDR338C
sce_YNL155W	YNL155W:YNL155W
sce_YHR029C	YHR029C:YHR029C
sce_YBR043C	YBR043C:YBR043C
sce_YKR103W	YKR103W:YKR103W
sce_YNL034W	YNL034W:YNL034W
sce_YGL140C	YGL140C:YGL140C
sce_YBR052C	YBR052C:YBR052C
sce_YJR112W-A	YJR112W-A:YJR112W-A
sce_YDR513W	YDR513W:YDR513W
sce_YDR494W	YDR494W:YDR494W
sce_YHR017W	YHR017W:YHR017W
sce_YJR080C	YJR080C:YJR080C
sce_YNL297C	YNL297C:YNL297C
sce_YGL176C	YGL176C:YGL176C
sce_YNL084C	YNL084C:YNL084C
sce_YCR106W	YCR106W:YCR106W
sce_YDL051W	YDL051W:YDL051W
sce_YDR541C	YDR541C:YDR541C
sce_YOR129C	YOR129C:YOR129C
sce_YHR076W	YHR076W:YHR076W
sce_YJR115W	YJR115W:YJR115W
sce_YER060W-A	YER060W-A:YER060W-A
sce_YER116C	YER116C:YER116C
sce_YPL183C	YPL183C:YPL183C
sce_YOL015W	YOL015W:YOL015W
sce_YGL215W	YGL215W:YGL215W
sce_YGL241W	YGL241W:YGL241W
sce_YGL128C	YGL128C:YGL128C
sce_YPR109W	YPR109W:YPR109W
sce_YKL051W	YKL051W:YKL051W
sce_YKR044W	YKR044W:YKR044W
sce_YPL166W	YPL166W:YPL166W
sce_YBR140C	YBR140C:YBR140C
sce_YER159C	YER159C:YER159C
sce_YIL042C	YIL042C:YIL042C
sce_YHR132W-A	YHR132W-A:YHR132W-A
sce_YKL033W	YKL033W:YKL033W
sce_YNR040W	YNR040W:YNR040W
sce_YJR135C	YJR135C:YJR135C
sce_YJR083C	YJR083C:YJR083C
sce_YLR271W	YLR271W:YLR271W
sce_YFL068W	YFL068W:YFL068W
sce_YMR085W	YMR085W:YMR085W
sce_YMR010W	YMR010W:YMR010W
sce_YPL084W	YPL084W:YPL084W
sce_YHL021C	YHL021C:YHL021C
sce_YLR011W	YLR011W:YLR011W
sce_YCR090C	YCR090C:YCR090C
sce_YJR151W-A	YJR151W-A:YJR151W-A
sce_YNL210W	YNL210W:YNL210W
sce_YGL060W	YGL060W:YGL060W
sce_YLR082C	YLR082C:YLR082C
sce_YPL032C	YPL032C:YPL032C
sce_YNL007C	YNL007C:YNL007C
sce_YOR188W	YOR188W:YOR188W
sce_YOR031W	YOR031W:YOR031W
sce_YCL026C-A	YCL026C-A:YCL026C-A
sce_YNL065W	YNL065W:YNL065W
sce_YOL078W	YOL078W:YOL078W
sce_YHR195W	YHR195W:YHR195W
sce_YPL021W	YPL021W:YPL021W
sce_YDR414C	YDR414C:YDR414C
sce_YOL159C	YOL159C:YOL159C
sce_YMR074C	YMR074C:YMR074C
sce_YNL024C-A	YNL024C-A:YNL024C-A
sce_YHR161C	YHR161C:YHR161C
sce_YBR231C	YBR231C:YBR231C
sce_YAL063C-A	YAL063C-A:YAL063C-A
sce_YLR440C	YLR440C:YLR440C
sce_YHR049W	YHR049W:YHR049W
sce_YKL063C	YKL063C:YKL063C
sce_YNL010W	YNL010W:YNL010W
sce_YBL106C	YBL106C:YBL106C
sce_YHR121W	YHR121W:YHR121W
sce_YDR189W	YDR189W:YDR189W
sce_YBL007C	YBL007C:YBL007C
sce_YJL077C	YJL077C:YJL077C
sce_YPL148C	YPL148C:YPL148C
sce_YJL192C	YJL192C:YJL192C
sce_YER047C	YER047C:YER047C
sce_YNL269W	YNL269W:YNL269W
sce_YML066C	YML066C:YML066C
sce_YBR197C	YBR197C:YBR197C
sce_YLR297W	YLR297W:YLR297W
sce_YDR090C	YDR090C:YDR090C
sce_YLR168C	YLR168C:YLR168C
sce_YLR312C	YLR312C:YLR312C
sce_YNR063W	YNR063W:YNR063W
sce_YBR219C	YBR219C:YBR219C
sce_YNL008C	YNL008C:YNL008C
sce_YJR155W	YJR155W:YJR155W
sce_YPR057W	YPR057W:YPR057W
sce_YOL024W	YOL024W:YOL024W
sce_YLL053C	YLL053C:YLL053C
sce_YCR007C	YCR007C:YCR007C
sce_YMR259C	YMR259C:YMR259C
sce_YER060W	YER060W:YER060W
sce_YDL179W	YDL179W:YDL179W
sce_YDL203C	YDL203C:YDL203C
sce_YPL216W	YPL216W:YPL216W
sce_YLR095C	YLR095C:YLR095C
sce_YOR301W	YOR301W:YOR301W
sce_YOL101C	YOL101C:YOL101C
sce_YGL054C	YGL054C:YGL054C
sce_YNL295W	YNL295W:YNL295W
sce_YNL200C	YNL200C:YNL200C
sce_YOL088C	YOL088C:YOL088C
sce_YDL124W	YDL124W:YDL124W
sce_YJL063C	YJL063C:YJL063C
sce_YOR181W	YOR181W:YOR181W
sce_YAL013W	YAL013W:YAL013W
sce_YDR492W	YDR492W:YDR492W
sce_YOR081C	YOR081C:YOR081C
sce_YNL156C	YNL156C:YNL156C
sce_YOR071C	YOR071C:YOR071C
sce_YNL307C	YNL307C:YNL307C
sce_YDL039C	YDL039C:YDL039C
sce_YNR055C	YNR055C:YNR055C
sce_YJL193W	YJL193W:YJL193W
sce_YBL049W	YBL049W:YBL049W
sce_YNR021W	YNR021W:YNR021W
sce_YLR035C	YLR035C:YLR035C
sce_YGR167W	YGR167W:YGR167W
sce_YHR142W	YHR142W:YHR142W
sce_YOR329C	YOR329C:YOR329C
sce_YER083C	YER083C:YER083C
sce_YNL085W	YNL085W:YNL085W
sce_YOR350C	YOR350C:YOR350C
sce_YPR117W	YPR117W:YPR117W
sce_YER110C	YER110C:YER110C
sce_YGR125W	YGR125W:YGR125W
sce_YJR108W	YJR108W:YJR108W
sce_YHR159W	YHR159W:YHR159W
sce_YNL149C	YNL149C:YNL149C
sce_YHR067W	YHR067W:YHR067W
sce_YDR200C	YDR200C:YDR200C
sce_YKL100C	YKL100C:YKL100C
sce_YBR255C-A	YBR255C-A:YBR255C-A
sce_YPL150W	YPL150W:YPL150W
sce_YBR096W	YBR096W:YBR096W
sce_YKL212W	YKL212W:YKL212W
sce_YLR118C	YLR118C:YLR118C
sce_YBR239C	YBR239C:YBR239C
sce_YGR169C-A	YGR169C-A:YGR169C-A
sce_YNL240C	YNL240C:YNL240C
sce_YPR156C	YPR156C:YPR156C
sce_YCR102C	YCR102C:YCR102C
sce_YDR326C	YDR326C:YDR326C
sce_YML130C	YML130C:YML130C
sce_YJL012C	YJL012C:YJL012C
sce_YBL095W	YBL095W:YBL095W
sce_YGR023W	YGR023W:YGR023W
sce_YPL125W	YPL125W:YPL125W
sce_YGL157W	YGL157W:YGL157W
sce_YOL028C	YOL028C:YOL028C
sce_YAR014C	YAR014C:YAR014C
sce_YDR125C	YDR125C:YDR125C
sce_YOL014W	YOL014W:YOL014W
sce_YLR394W	YLR394W:YLR394W
sce_YJL037W	YJL037W:YJL037W
sce_YJR133W	YJR133W:YJR133W
sce_YOR370C	YOR370C:YOR370C
sce_YHR158C	YHR158C:YHR158C
sce_YBL051C	YBL051C:YBL051C
sce_YNL042W	YNL042W:YNL042W
sce_YJL151C	YJL151C:YJL151C
sce_YER072W	YER072W:YER072W
sce_YGL104C	YGL104C:YGL104C
sce_YNR049C	YNR049C:YNR049C
sce_YLR121C	YLR121C:YLR121C
sce_YOR114W	YOR114W:YOR114W
sce_YLR310C	YLR310C:YLR310C
sce_YAL042W	YAL042W:YAL042W
sce_YIL024C	YIL024C:YIL024C
sce_YPR188C	YPR188C:YPR188C
sce_YJR141W	YJR141W:YJR141W
sce_YGR163W	YGR163W:YGR163W
sce_YLR281C	YLR281C:YLR281C
sce_YMR147W	YMR147W:YMR147W
sce_YOL029C	YOL029C:YOL029C
sce_YDR246W	YDR246W:YDR246W
sce_YOR035C	YOR035C:YOR035C
sce_YDR072C	YDR072C:YDR072C
sce_YER038C	YER038C:YER038C
sce_YOR011W	YOR011W:YOR011W
sce_YHR009C	YHR009C:YHR009C
sce_YNL234W	YNL234W:YNL234W
sce_YMR242W-A	YMR242W-A:YMR242W-A
sce_YOR183W	YOR183W:YOR183W
sce_YGL122C	YGL122C:YGL122C
sce_YIL105C	YIL105C:YIL105C
sce_YLR412W	YLR412W:YLR412W
sce_YKR027W	YKR027W:YKR027W
sce_YPR158W	YPR158W:YPR158W
sce_YJR008W	YJR008W:YJR008W
sce_YER128W	YER128W:YER128W
sce_YEL050C	YEL050C:YEL050C
sce_YGR288W	YGR288W:YGR288W
sce_YIL131C	YIL131C:YIL131C
sce_YOL138C	YOL138C:YOL138C
sce_YDR363W	YDR363W:YDR363W
sce_YGL079W	YGL079W:YGL079W
sce_YBR220C	YBR220C:YBR220C
sce_YPL253C	YPL253C:YPL253C
sce_YPL249C	YPL249C:YPL249C
sce_YER032W	YER032W:YER032W
sce_YER014C-A	YER014C-A:YER014C-A
sce_YDR152W	YDR152W:YDR152W
sce_YPL137C	YPL137C:YPL137C
sce_YER115C	YER115C:YER115C
sce_YOR216C	YOR216C:YOR216C
sce_YLR267W	YLR267W:YLR267W
sce_YER030W	YER030W:YER030W
sce_YNL287W	YNL287W:YNL287W
sce_YNL159C	YNL159C:YNL159C
sce_YNL197C	YNL197C:YNL197C
sce_YNL204C	YNL204C:YNL204C
sce_YPR105C	YPR105C:YPR105C
sce_YOL034W	YOL034W:YOL034W
sce_YNL094W	YNL094W:YNL094W
sce_YLR162W	YLR162W:YLR162W
sce_YLR036C	YLR036C:YLR036C
sce_YJR106W	YJR106W:YJR106W
sce_YDR273W	YDR273W:YDR273W
sce_YPL176C	YPL176C:YPL176C
sce_YFL056C	YFL056C:YFL056C
sce_YMR308C	YMR308C:YMR308C
sce_YER024W	YER024W:YER024W
sce_YCL028W	YCL028W:YCL028W
sce_YBL039W-B	YBL039W-B:YBL039W-B
sce_YDR202C	YDR202C:YDR202C
sce_YML017W	YML017W:YML017W
sce_YJR096W	YJR096W:YJR096W
sce_YJR015W	YJR015W:YJR015W
sce_YJL043W	YJL043W:YJL043W
sce_YBR259W	YBR259W:YBR259W
sce_YFL010W-A	YFL010W-A:YFL010W-A
sce_YDL231C	YDL231C:YDL231C
sce_YJL201W	YJL201W:YJL201W
sce_YLR446W	YLR446W:YLR446W
sce_YDL139C	YDL139C:YDL139C
sce_YAL055W	YAL055W:YAL055W
sce_YBR106W	YBR106W:YBR106W
sce_YOR059C	YOR059C:YOR059C
sce_YBR290W	YBR290W:YBR290W
sce_YGL223C	YGL223C:YGL223C
sce_YDR348C	YDR348C:YDR348C
sce_YDR247W	YDR247W:YDR247W
sce_YDL173W	YDL173W:YDL173W
sce_YGL071W	YGL071W:YGL071W
sce_YCR099C	YCR099C:YCR099C
sce_YDR259C	YDR259C:YDR259C
sce_YLR262C-A	YLR262C-A:YLR262C-A
sce_YJL089W	YJL089W:YJL089W
sce_YMR253C	YMR253C:YMR253C
sce_YHR040W	YHR040W:YHR040W
sce_YHL035C	YHL035C:YHL035C
sce_YIL071C	YIL071C:YIL071C
sce_YML071C	YML071C:YML071C
sce_YDR415C	YDR415C:YDR415C
sce_YDR043C	YDR043C:YDR043C
sce_YPL033C	YPL033C:YPL033C
sce_YJR122W	YJR122W:YJR122W
sce_YGR211W	YGR211W:YGR211W
sce_YNR014W	YNR014W:YNR014W
sce_YDL241W	YDL241W:YDL241W
sce_YDR387C	YDR387C:YDR387C
sce_YML125C	YML125C:YML125C
sce_YBR021W	YBR021W:YBR021W
sce_YMR178W	YMR178W:YMR178W
sce_YOR137C	YOR137C:YOR137C
sce_YGL258W	YGL258W:YGL258W
sce_YGR100W	YGR100W:YGR100W
sce_YGL053W	YGL053W:YGL053W
sce_YMR038C	YMR038C:YMR038C
sce_YNL092W	YNL092W:YNL092W
sce_YLR283W	YLR283W:YLR283W
sce_YDL243C	YDL243C:YDL243C
sce_YGR105W	YGR105W:YGR105W
sce_YFL040W	YFL040W:YFL040W
sce_YIL089W	YIL089W:YIL089W
sce_YBL047C	YBL047C:YBL047C
sce_YJL051W	YJL051W:YJL051W
sce_YBR044C	YBR044C:YBR044C
sce_YDR384C	YDR384C:YDR384C
sce_YPR104C	YPR104C:YPR104C
sce_YNL164C	YNL164C:YNL164C
sce_YLR363C	YLR363C:YLR363C
sce_YHR035W	YHR035W:YHR035W
sce_YBL044W	YBL044W:YBL044W
sce_YBL054W	YBL054W:YBL054W
sce_YER185W	YER185W:YER185W
sce_YDL211C	YDL211C:YDL211C
sce_YOR057W	YOR057W:YOR057W
sce_YOL044W	YOL044W:YOL044W
sce_YGL160W	YGL160W:YGL160W
sce_YDR372C	YDR372C:YDR372C
sce_YNL189W	YNL189W:YNL189W
sce_YOL159C-A	YOL159C-A:YOL159C-A
sce_YHR209W	YHR209W:YHR209W
sce_YGR136W	YGR136W:YGR136W
sce_YKL142W	YKL142W:YKL142W
sce_YOR359W	YOR359W:YOR359W
sce_YMR105W-A	YMR105W-A:YMR105W-A
sce_YER184C	YER184C:YER184C
sce_YML023C	YML023C:YML023C
sce_YDL125C	YDL125C:YDL125C
sce_YGR168C	YGR168C:YGR168C
sce_YHR178W	YHR178W:YHR178W
sce_YJL079C	YJL079C:YJL079C
sce_YLR228C	YLR228C:YLR228C
sce_YIL019W	YIL019W:YIL019W
sce_YGR028W	YGR028W:YGR028W
sce_YHR155W	YHR155W:YHR155W
sce_YPR149W	YPR149W:YPR149W
sce_YGR037C	YGR037C:YGR037C
sce_YHR033W	YHR033W:YHR033W
sce_YLL060C	YLL060C:YLL060C
sce_YJR142W	YJR142W:YJR142W
sce_YER071C	YER071C:YER071C
sce_YCR061W	YCR061W:YCR061W
sce_YML079W	YML079W:YML079W
sce_YPL177C	YPL177C:YPL177C
sce_YER140W	YER140W:YER140W
sce_YDL224C	YDL224C:YDL224C
sce_YDR276C	YDR276C:YDR276C
sce_YJL047C-A	YJL047C-A:YJL047C-A
sce_YLL046C	YLL046C:YLL046C
sce_YLL038C	YLL038C:YLL038C
sce_YCR076C	YCR076C:YCR076C
sce_YDR309C	YDR309C:YDR309C
sce_YER077C	YER077C:YER077C
sce_YMR212C	YMR212C:YMR212C
sce_YOR113W	YOR113W:YOR113W
sce_YIL033C	YIL033C:YIL033C
sce_YIL047C	YIL047C:YIL047C
sce_YKR006C	YKR006C:YKR006C
sce_YPL100W	YPL100W:YPL100W
sce_YJR085C	YJR085C:YJR085C
sce_YML128C	YML128C:YML128C
sce_YGL144C	YGL144C:YGL144C
sce_YPL230W	YPL230W:YPL230W
sce_YGR015C	YGR015C:YGR015C
sce_YMR210W	YMR210W:YMR210W
sce_YDL117W	YDL117W:YDL117W
sce_YPR152C	YPR152C:YPR152C
sce_YKL004W	YKL004W:YKL004W
sce_YPR106W	YPR106W:YPR106W
sce_YJL118W	YJL118W:YJL118W
sce_YNL087W	YNL087W:YNL087W
sce_YML076C	YML076C:YML076C
sce_YPR198W	YPR198W:YPR198W
sce_YCL012C	YCL012C:YCL012C
sce_YFR035C	YFR035C:YFR035C
sce_YIR014W	YIR014W:YIR014W
sce_YIR030C	YIR030C:YIR030C
sce_YNL212W	YNL212W:YNL212W
sce_YMR295C	YMR295C:YMR295C
sce_YDR464W	YDR464W:YDR464W
sce_YDL199C	YDL199C:YDL199C
sce_YHR207C	YHR207C:YHR207C
sce_YBL104C	YBL104C:YBL104C
sce_YBR085C-A	YBR085C-A:YBR085C-A
sce_YKL068W-A	YKL068W-A:YKL068W-A
sce_YLR330W	YLR330W:YLR330W
sce_YBL001C	YBL001C:YBL001C
sce_YOR242C	YOR242C:YOR242C
sce_YMR231W	YMR231W:YMR231W
sce_YNL176C	YNL176C:YNL176C
sce_YLL007C	YLL007C:YLL007C
sce_YBR297W	YBR297W:YBR297W
sce_YCR015C	YCR015C:YCR015C
sce_YJR138W	YJR138W:YJR138W
sce_YBR242W	YBR242W:YBR242W
sce_YLR443W	YLR443W:YLR443W
sce_YPR196W	YPR196W:YPR196W
sce_YEL041W	YEL041W:YEL041W
sce_YDR213W	YDR213W:YDR213W
sce_YDR315C	YDR315C:YDR315C
sce_YDL212W	YDL212W:YDL212W
sce_YBR086C	YBR086C:YBR086C
sce_YDR351W	YDR351W:YDR351W
sce_YCR054C	YCR054C:YCR054C
sce_YMR073C	YMR073C:YMR073C
sce_YER132C	YER132C:YER132C
sce_YAL034C	YAL034C:YAL034C
sce_YOR349W	YOR349W:YOR349W
sce_YBR161W	YBR161W:YBR161W
sce_YBL005W	YBL005W:YBL005W
sce_YNR022C	YNR022C:YNR022C
sce_YIL003W	YIL003W:YIL003W
sce_YHR139C	YHR139C:YHR139C
sce_YLR125W	YLR125W:YLR125W
sce_YEL048C	YEL048C:YEL048C
sce_YPR147C	YPR147C:YPR147C
sce_YGR240C-A	YGR240C-A:YGR240C-A
sce_YMR181C	YMR181C:YMR181C
sce_YDR403W	YDR403W:YDR403W
sce_YIL070C	YIL070C:YIL070C
sce_YPR091C	YPR091C:YPR091C
sce_YDL234C	YDL234C:YDL234C
sce_YOL062C	YOL062C:YOL062C
sce_YMR175W-A	YMR175W-A:YMR175W-A
sce_YDR295C	YDR295C:YDR295C
sce_YDR317W	YDR317W:YDR317W
sce_YOR271C	YOR271C:YOR271C
sce_YDL180W	YDL180W:YDL180W
sce_YIL114C	YIL114C:YIL114C
sce_YPL224C	YPL224C:YPL224C
sce_YGL185C	YGL185C:YGL185C
sce_YOL048C	YOL048C:YOL048C
sce_YDR104C	YDR104C:YDR104C
sce_YGL175C	YGL175C:YGL175C
sce_YML077W	YML077W:YML077W
sce_YDR536W	YDR536W:YDR536W
sce_YLR204W	YLR204W:YLR204W
sce_YOR229W	YOR229W:YOR229W
sce_YER027C	YER027C:YER027C
sce_YLR139C	YLR139C:YLR139C
sce_YKL090W	YKL090W:YKL090W
sce_YJR134C	YJR134C:YJR134C
sce_YGL221C	YGL221C:YGL221C
sce_YBR215W	YBR215W:YBR215W
sce_YML051W	YML051W:YML051W
sce_YGR017W	YGR017W:YGR017W
sce_YER130C	YER130C:YER130C
sce_YGL010W	YGL010W:YGL010W
sce_YMR102C	YMR102C:YMR102C
sce_YDR503C	YDR503C:YDR503C
sce_YPR174C	YPR174C:YPR174C
sce_YDR255C	YDR255C:YDR255C
sce_YDL240W	YDL240W:YDL240W
sce_YHR192W	YHR192W:YHR192W
sce_YCL033C	YCL033C:YCL033C
sce_YCR019W	YCR019W:YCR019W
sce_YNL191W	YNL191W:YNL191W
sce_YNL123W	YNL123W:YNL123W
sce_YMR174C	YMR174C:YMR174C
sce_YIL152W	YIL152W:YIL152W
sce_YKR093W	YKR093W:YKR093W
sce_YML030W	YML030W:YML030W
sce_YOR378W	YOR378W:YOR378W
sce_YHR149C	YHR149C:YHR149C
sce_YNR074C	YNR074C:YNR074C
sce_YKL098W	YKL098W:YKL098W
sce_YNL077W	YNL077W:YNL077W
sce_YKL094W	YKL094W:YKL094W
sce_YPR139C	YPR139C:YPR139C
sce_YGL015C	YGL015C:YGL015C
sce_YOL132W	YOL132W:YOL132W
sce_YJL004C	YJL004C:YJL004C
sce_YBR285W	YBR285W:YBR285W
sce_YDR240C	YDR240C:YDR240C
sce_YDR128W	YDR128W:YDR128W
sce_YDL037C	YDL037C:YDL037C
sce_YGR038W	YGR038W:YGR038W
sce_YDL058W	YDL058W:YDL058W
sce_YPL152W-A	YPL152W-A:YPL152W-A
sce_YGL133W	YGL133W:YGL133W
